"","Yard.code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH","Notes","BehaviourType","Type","IsHedge","Basal.density","DBH..cm.","X","Frequency"
"1","S02","15/05/2024","10:33","10:53",15,2,2,"Wednesday ","HOSP","Passer domesticus","Vocalize","10:43","Red ash","Fraxinus pennsylvanica","48","","Territory_defense","Street","NA","NA",NA,NA,0.0592105263157895
"2","S01","15/05/2024","11:01","11:21",15,2,2,"Wednesday ","GCKI","Regulus satrapa","Sally","10:10","Silver maple","Acer saccharinum","80","Sound ranged between 2-4, street cleaning passed by ","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"3","S01","15/05/2024","11:01","11:21",15,2,2,"Wednesday ","GCKI","Regulus satrapa","Sally","10:10","Silver maple","Acer saccharinum","80","Specific DBH not taken, looked at public tree inventory to see the sizes of this tree on the segment ","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"4","S01","15/05/2024","11:01","11:21",15,2,2,"Wednesday ","HOFI","Haemorhous mexicanus","Perch","10:15","Silver maple","Acer saccharinum","80","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"5","S01","15/05/2024","11:01","11:21",15,2,2,"Wednesday ","HOFI","Haemorhous mexicanus","Perch","10:15","Silver maple","Acer saccharinum","80","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"6","S01","15/05/2024","11:01","11:21",15,2,2,"Wednesday ","AMRO","Turdus migratorius","Preen","10:20","Silver maple","Acer saccharinum","80","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"7","S04","16/05/2024","9:14","9:34",13,3,3,"Thursday","EUST","Sturnus vulgaris","Peck","9:14","Silver maple","Acer saccharinum","80","EUST nest in nearly every tree","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"8","S04","16/05/2024","9:14","9:34",13,3,3,"Thursday","EUST","Sturnus vulgaris","Peck","9:15","Silver maple","Acer saccharinum","80","Specific DBH not taken, looked at public tree inventory to see the sizes of this tree on the segment ","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"9","S04","16/05/2024","9:14","9:34",13,3,3,"Thursday","EUST","Sturnus vulgaris","Peck","9:15","Silver maple","Acer saccharinum","80","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"10","S04","16/05/2024","9:14","9:34",13,3,3,"Thursday","EUST","Sturnus vulgaris","Feed young","9:16","Silver maple","Acer saccharinum","80","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"11","S04","16/05/2024","9:14","9:34",13,3,3,"Thursday","EUST","Sturnus vulgaris","Feed young","9:17","Silver maple","Acer saccharinum","80","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"12","S04","16/05/2024","9:14","9:34",13,3,3,"Thursday","HOSP","Passer domesticus","Vocalize","9:20","Silver maple","Acer saccharinum","80","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"13","S04","16/05/2024","9:14","9:34",13,3,3,"Thursday","EUST","Sturnus vulgaris","Carry food","9:25","Silver maple","Acer saccharinum","80","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"14","S04","16/05/2024","9:14","9:34",13,3,3,"Thursday","HOSP","Passer domesticus","Vocalize","9:26","Silver maple","Acer saccharinum","80","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"15","S04","16/05/2024","9:14","9:34",13,3,3,"Thursday","HOSP","Passer domesticus","Perch","9:28","Silver maple","Acer saccharinum","80","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"16","S04","16/05/2024","9:14","9:34",13,3,3,"Thursday","AMRO","Turdus migratorius","Vocalize","9:30","Silver maple","Acer saccharinum","80","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"17","S04","16/05/2024","9:14","9:34",13,3,2,"Thursday","EUST","Sturnus vulgaris","Feed young","9:32","Silver maple","Acer saccharinum","80","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"18","S04","16/05/2024","9:14","9:34",13,3,2,"Thursday","HOSP","Passer domesticus","Perch","9:34","Silver maple","Acer saccharinum","80","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"19","S13","17/05/2024","6:59","7:19",16,4,2,"Friday","AMRO","Turdus migratorius","Vocalize","7:00","Norway maple","Acer platanoides","60","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"25","S06","17/05/2024","7:25","7:45",16,4,2,"Friday","BCCH","Poecile atricapillus","Perch","7:40","Norway maple","Acer platanoides","50","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"27","S08","17/05/2024","8:14","8:34",16,4,2,"Friday","LEFL","Empidonax minimus","Sally","8:24","Norway maple","Acer platanoides","60","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"29","S08","17/05/2024","8:14","8:34",16,4,2,"Friday","HOSP","Passer domesticus","Glean","8:28","Norway maple","Acer platanoides","60","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"30","S08","17/05/2024","8:14","8:34",16,4,2,"Friday","AMCR","Corvus brachyrhynchos","Attack squirrel ","8:30","Norway maple","Acer platanoides","60","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"31","S08","17/05/2024","8:14","8:34",16,4,2,"Friday","HOSP","Passer domesticus","Perch","8:33","Norway maple","Acer platanoides","60","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"34","S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","REVI","Vireo olivaceus","Vocalize","7:12","Silver maple","Acer saccharinum","80","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"35","S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Bill wipe","7:15","Silver maple","Acer saccharinum","80","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"36","S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Bill wipe","7:15","Silver maple","Acer saccharinum","80","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"37","S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Feed young","7:17","Silver maple","Acer saccharinum","80","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"38","S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Feed young","7:17","Silver maple","Acer saccharinum","80","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"40","S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","7:20","Silver maple","Acer saccharinum","   ","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"41","S07","22/05/2024","7:04","7:24",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Feed young","7:22","Silver maple","Acer saccharinum","80","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"42","S12","22/05/2024","7:47","8:07",19,1,1,"Wednesday ","WBNU","Sitta carolinensis","Peck","7:55","Silver maple","Acer saccharinum","80","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"43","S12","22/05/2024","7:47","8:07",19,1,1,"Wednesday ","EUST","Sturnus vulgaris","Bill wipe","7:57","Silver maple","Acer saccharinum","80","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"44","S12","22/05/2024","7:47","8:07",19,1,1,"Wednesday ","AMRO","Turdus migratorius","Gape","8:00","Silver maple","Acer saccharinum","80","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"45","S12","22/05/2024","7:47","8:07",19,1,1,"Wednesday ","AMRO","Turdus migratorius","Gape","8:05","Silver maple","Acer saccharinum","80","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"47","S16","24/05/2024","6:44","7:04",16,2,4,"Friday","AMGO","Spinus tristis","Vocalize","6:44","Norway maple","Acer platanoides","35","Windy, saw BEKI flying around","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"48","S05","24/05/2024","7:27","7:48",17,4,4,"Friday","HOSP","Passer domesticus","Vocalize","7:27","Norway maple","Acer platanoides","25","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"49","S05","24/05/2024","7:27","7:48",17,4,4,"Friday","HOSP","Passer domesticus","Vocalize","7:27","Norway maple","Acer platanoides","20","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"50","S05","24/05/2024","7:27","7:48",17,4,4,"Friday","HOSP","Passer domesticus","Perch","7:30","Norway maple","Acer platanoides","20","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"51","S05","24/05/2024","7:27","7:48",17,4,4,"Friday","CHSP","Spizella passerina","Vocalize","7:34","Norway maple","Acer platanoides","20","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"52","S05","24/05/2024","7:27","7:48",17,4,4,"Friday","CHSP","Spizella passerina","Collect nesting material","7:37","Norway maple","Acer platanoides","20","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"53","S05","24/05/2024","7:27","7:48",17,4,4,"Friday","CHSP","Spizella passerina","Perch","7:37","Norway maple","Acer platanoides","20","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"54","S05","24/05/2024","7:27","7:48",17,4,4,"Friday","HOSP","Passer domesticus","Vocalize","7:44","Norway maple","Acer platanoides","20","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"55","S05","24/05/2024","7:27","7:48",17,4,4,"Friday","HOSP","Passer domesticus","Vocalize","7:48","Norway maple","Acer platanoides","20","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"60","S10","24/05/2024","8:41","9:01",17,1,4,"Friday","HOSP","Passer domesticus","Glean","8:54","Common lilac","Syringa vulgaris","5","Picture with bush***","Foraging","Street","NA","NA",NA,NA,NA
"67","S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Vocalize","9:24","Red ash","Fraxinus pennsylvanica","50","YEWA heard near train tracks","Territory_defense","Street","NA","NA",NA,NA,0.0592105263157895
"68","S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Preen","9:26","Red ash","Fraxinus pennsylvanica","40","","Grooming","Street","NA","NA",NA,NA,0.0592105263157895
"69","S09","24/05/2024","9:18","9:38",17,1,4,"Friday","CHSP","Spizella passerina","Perch","9:26","Red ash","Fraxinus pennsylvanica","40","","Rest","Street","NA","NA",NA,NA,0.0592105263157895
"70","S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Perch","9:28","Red ash","Fraxinus pennsylvanica","40","","Rest","Street","NA","NA",NA,NA,0.0592105263157895
"76","S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Hop","9:31","Red ash","Fraxinus pennsylvanica","40","","Foraging","Street","NA","NA",NA,NA,0.0592105263157895
"77","S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Vocalize","9:32","Red ash","Fraxinus pennsylvanica","30","","Territory_defense","Street","NA","NA",NA,NA,0.0592105263157895
"78","S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Collect nesting material","9:32","Red ash","Fraxinus pennsylvanica","30","","Reproduction","Street","NA","NA",NA,NA,0.0592105263157895
"80","S09","24/05/2024","9:18","9:38",17,1,4,"Friday","HOSP","Passer domesticus","Preen","9:34","Red ash","Fraxinus pennsylvanica","30","","Grooming","Street","NA","NA",NA,NA,0.0592105263157895
"84","S21","28/05/2024","8:29","8:49",18,4,4,"Tuesday","WBNU","Sitta carolinensis","Peck","8:38","Silver maple","Acer saccharinum","85","Large tree farthest from the intersection","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"85","S21","28/05/2024","8:29","8:49",18,4,4,"Tuesday","HOSP","Passer domesticus","Bill wipe","8:46","Silver maple","Acer saccharinum","66","Young, round tree in the middle of the transect","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"86","S21","28/05/2024","8:29","8:49",18,4,4,"Tuesday","HOSP","Passer domesticus","Vocalize","8:46","Silver maple","Acer saccharinum","66","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"93","S15","29/05/2024","7:54","8:14",13,1,2,"Wednesday ","HOSP","Passer domesticus","Perch","8:00","Silver maple","Acer saccharinum","4","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"104","S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","YBFL","Empidonax flaviventris","Sally","9:31","Norway maple","Acer platanoides","76","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"107","S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","CHSP","Spizella passerina","Vocalize","9:40","Norway maple","Acer platanoides","76","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"110","S18","29/05/2024","9:20","9:40",13,1,2,"Wednesday ","CHSP","Spizella passerina","Vocalize","9:40","Norway maple","Acer platanoides","76","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"113","S01","30/05/2024","7:03","7:23",11,1,1,"Thursday","AMGO","Spinus tristis","Glean","7:14","Silver maple","Acer saccharinum","72","Construction noise. BLPW heard. ","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"119","S02","30/05/2024","7:40","8:00",11,1,1,"Thursday","BCCH","Poecile atricapillus","Glean","7:56","Red ash","Fraxinus pensylvannica ","50","","Foraging","Street","NA","NA",NA,NA,NA
"134","S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Peck","7:21","Silver maple","Acer saccharinum","105","Many, many squirrels on this street. 3 cats. BCCH on Sugar maple after survey. ","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"135","S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Peck","7:23","Silver maple","Acer saccharinum","105","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"136","S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Peck","7:25","Silver maple","Acer saccharinum","105","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"137","S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","7:25","Silver maple","Acer saccharinum","105","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"143","S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Perch","7:33","Silver maple","Acer saccharinum","105","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"144","S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Perch","7:33","Silver maple","Acer saccharinum","105","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"145","S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Bill wipe","7:34","Silver maple","Acer saccharinum","105","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"146","S10","03/06/2024","7:20","7:40",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","7:37","Norway maple","Acer platanoides","40","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"152","S09","03/06/2024","8:22","8:42",21,1,2,"Monday","AMRO","Turdus migratorius","Vocalize","8:29","Red ash","Fraxinus pensylvannica ","80","* second to last on street","Territory_defense","Street","NA","NA",NA,NA,NA
"153","S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","8:30","Red ash","Fraxinus pensylvannica ","45","* last tree on street","Territory_defense","Street","NA","NA",NA,NA,NA
"154","S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Peck","8:31","Red ash","Fraxinus pensylvannica ","80","* second to last on street","Foraging","Street","NA","NA",NA,NA,NA
"155","S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","8:32","Red ash","Fraxinus pensylvannica ","80","* second to last on street","Territory_defense","Street","NA","NA",NA,NA,NA
"156","S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Peck","8:33","Red ash","Fraxinus pensylvannica ","80","* second to last on street","Foraging","Street","NA","NA",NA,NA,NA
"157","S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Reach","8:33","Red ash","Fraxinus pensylvannica ","80","","Foraging","Street","NA","NA",NA,NA,NA
"158","S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Vocalize","8:33","Red ash","Fraxinus pensylvannica ","80","","Territory_defense","Street","NA","NA",NA,NA,NA
"159","S09","03/06/2024","8:22","8:42",21,1,2,"Monday","HOSP","Passer domesticus","Peck","8:37","Red ash","Fraxinus pensylvannica ","36","","Foraging","Street","NA","NA",NA,NA,NA
"161","S15","03/06/2024","9:19","9:39",22,1,2,"Monday","HOSP","Passer domesticus","Perch","9:33","Red ash","Fraxinus pensylvannica ","24","* double check tree, checked - part of inventory","Rest","Street","NA","NA",NA,NA,NA
"166","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Perch","9:57","Silver maple","Acer saccharinum","25","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"167","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Preen","9:57","Silver maple","Acer saccharinum","25","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"168","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Peck","9:57","Silver maple","Acer saccharinum","25","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"169","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Perch","9:57","Silver maple","Acer saccharinum","25","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"170","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Preen","9:57","Silver maple","Acer saccharinum","25","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"171","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","AMRO","Turdus migratorius","Peck","9:57","Silver maple","Acer saccharinum","25","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"172","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","NOCA","Cardinalis cardinalis","Perch","10:00","Silver maple","Acer saccharinum","89","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"174","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","EUST","Sturnus vulgaris","Perch","10:04","Silver maple","Acer saccharinum","106","Nest in cavity","Rest","Street","NA","NA",NA,NA,0.236842105263158
"175","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","EUST","Sturnus vulgaris","Preen","10:04","Silver maple","Acer saccharinum","106","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"176","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","EUST","Sturnus vulgaris","Feed young","10:08","Silver maple","Acer saccharinum","106","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"177","S07","03/06/2024","9:54","10:14",22,1,2,"Monday","EUST","Sturnus vulgaris","Perch","10:10","Silver maple","Acer saccharinum","106","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"178","S19","04/06/2024","7:21","7:41",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","7:26","Norway maple","Acer platanoides","50","BLJA X2, NOCA, AMRO on silver maple across the street","Rest","Street","NA","NA",NA,NA,0.236842105263158
"183","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","AMCR","Corvus brachyrhynchos","Preen","8:17","Norway maple","Acer platanoides","70","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"184","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","AMCR","Corvus brachyrhynchos","Perch","8:17","Norway maple","Acer platanoides","70","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"185","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","AMCR","Corvus brachyrhynchos","Vocalize","8:17","Norway maple","Acer platanoides","70","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"186","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","8:18","Norway maple","Acer platanoides","70","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"187","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","8:18","Norway maple","Acer platanoides","70","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"188","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","8:18","Norway maple","Acer platanoides","70","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"189","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","8:18","Norway maple","Acer platanoides","70","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"190","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","AMCR","Corvus brachyrhynchos","Preen","8:20","Norway maple","Acer platanoides","70","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"191","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:25","Norway maple","Acer platanoides","70","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"192","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Vocalize","8:29","Norway maple","Acer platanoides","70","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"193","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","8:29","Norway maple","Acer platanoides","70","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"194","S08","04/06/2024","8:15","8:35",18,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","8:29","Norway maple","Acer platanoides","70","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"207","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","AMRO","Turdus migratorius","Vocalize","9:01","Silver maple","Acer saccharinum","60","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"208","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","HOSP","Passer domesticus","Vocalize","9:03","Silver maple","Acer saccharinum","60","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"209","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","HOSP","Passer domesticus","Bill wipe","9:03","Silver maple","Acer saccharinum","60","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"210","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","HOSP","Passer domesticus","Vocalize","9:04","Silver maple","Acer saccharinum","60","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"211","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","AMRO","Turdus migratorius","Perch","9:04","Silver maple","Acer saccharinum","96","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"212","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","EUST","Sturnus vulgaris","Hop","9:05","Silver maple","Acer saccharinum","60","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"213","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","EUST","Sturnus vulgaris","Perch","9:05","Silver maple","Acer saccharinum","60","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"214","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","EUST","Sturnus vulgaris","Preen","9:05","Silver maple","Acer saccharinum","96","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"215","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","EUST","Sturnus vulgaris","Vocalize","9:05","Silver maple","Acer saccharinum","96","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"216","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","EUST","Sturnus vulgaris","Preen","9:05","Silver maple","Acer saccharinum","96","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"217","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","EUST","Sturnus vulgaris","Vocalize","9:05","Silver maple","Acer saccharinum","96","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"218","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","AMRO","Turdus migratorius","Perch","9:05","Norway maple","Acer platanoides","44","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"220","S17","05/06/2024","8:46","9:06",21,1,2,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","9:06","Silver maple","Acer saccharinum","60","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"226","S05","10/06/2024","8:10","8:30",14,3,3,"Monday","HOSP","Passer domesticus","Vocalize","8:28","Norway maple","Acer platanoides","31","AMRO, EUST, ROPI, BCCH, HOSP, CHSW seen or heard. Sun came out at 8:14. Busy sidewalk.","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"227","S05","10/06/2024","8:10","8:30",14,3,3,"Monday","HOSP","Passer domesticus","Hop","8:28","Norway maple","Acer platanoides","31","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"228","S05","10/06/2024","8:10","8:30",14,3,3,"Monday","HOSP","Passer domesticus","Vocalize","8:28","Norway maple","Acer platanoides","31","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"229","S05","10/06/2024","8:10","8:30",14,3,3,"Monday","HOSP","Passer domesticus","Hop","8:28","Norway maple","Acer platanoides","31","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"230","S05","10/06/2024","8:10","8:30",14,3,3,"Monday","AMRO","Turdus migratorius","Perch","8:29","Norway maple","Acer platanoides","28","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"236","S21","11/06/2024","7:05","7:25",12,4,2,"Tuesday","EUST","Sturnus vulgaris","Vocalize","7:12","Silver maple","Acer saccharinum","79","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"237","S21","11/06/2024","7:05","7:25",12,4,2,"Tuesday","AMRO","Turdus migratorius","Perch","7:17","Silver maple","Acer saccharinum","79","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"238","S21","11/06/2024","7:05","7:25",12,4,2,"Tuesday","CEDW","Bombycilla cedrorum","Perch","7:20","Silver maple","Acer saccharinum","30","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"239","S21","11/06/2024","7:05","7:25",12,4,2,"Tuesday","CEDW","Bombycilla cedrorum","Perch","7:20","Norway maple","Acer platanoides","30","* approximation of DBH","Rest","Street","NA","NA",NA,NA,0.236842105263158
"247","S08","13/06/2024","7:21","7:41",15,1,1,"Thursday","WBNU","Sitta carolinensis","Vocalize","7:32","Norway maple","Acer platanoides","72","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"248","S08","13/06/2024","7:21","7:41",15,1,1,"Thursday","WBNU","Sitta carolinensis","Peck","7:32","Norway maple","Acer platanoides","72","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"249","S08","13/06/2024","7:21","7:41",15,1,1,"Thursday","HOSP","Passer domesticus","Perch","7:35","Norway maple","Acer platanoides","72","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"253","S20","13/06/2024","7:53","8:13",16,1,1,"Thursday","CHSP","Spizella passerina","Perch","7:55","Norway maple","Acer platanoides","24","Heard or saw AMCR, CHSW, NOCA, EUST, CHSP, AMRO, HOSP. Birds were primarily in backyards on other side of the street","Rest","Street","NA","NA",NA,NA,0.236842105263158
"254","S12","13/06/2024","9:38","9:50",19,1,2,"Thursday","HOSP","Passer domesticus","Perch","9:42","Silver maple","Acer saccharinum","63","Heard or saw BLJA, NOCA, CHSP, AMRO, AMCR, ROPI, SOSP, BCCH, CHSW, EUST.","Rest","Street","NA","NA",NA,NA,0.236842105263158
