Species2,Family2,Order2,Avibase_id,Inferred,MainDiet,MainNiche,Pa,Pt,Ne,Se,Fr,In,Ap,Vt,Ca,PAG,PAS,PAD,PEL,PGR,NAE,NGL,SEL,SGR,FAE,FGL,FGR,IAE,ISA,ISS,ISG,IVS,IGE,IGG,APA,APL,APP,APG,APS,APD,VAE,VAS,VPE,VGE,VGG,CAQ,CGR
Aphelocoma californica,Corvidae,Passeriformes,AVIBASE-151C2B3F,2,Omnivore,Generalist,0,0,0,20,20,20,0,30,10,0,0,0,0,0,0,0,8,12,0,8,12,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,12,18,0,10
Aphelocoma coerulescens,Corvidae,Passeriformes,AVIBASE-D78D24B9,0,Omnivore,Generalist,0,0,0,20,20,20,0,30,10,0,0,0,0,0,0,0,20,0,0,20,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,30,0,0,10
Aphelocoma insularis,Corvidae,Passeriformes,AVIBASE-0B136C63,2,Omnivore,Generalist,0,0,0,20,20,20,0,30,10,0,0,0,0,0,0,0,8,12,0,8,12,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,12,18,0,10
Aphelocoma ultramarina,Corvidae,Passeriformes,AVIBASE-8A6D655E,2,Omnivore,Generalist,0,0,20,20,20,10,0,20,10,0,0,0,0,0,0,20,14,6,0,14,6,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,8,12,0,10
Aphelocoma unicolor,Corvidae,Passeriformes,AVIBASE-9E9E1171,0,Omnivore,Generalist,0,0,0,20,30,30,0,20,0,0,0,0,0,0,0,0,18,2,0,27,3,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,18,2,0,0
Aphelocoma wollweberi,Corvidae,Passeriformes,AVIBASE-56B8CE7A,2,Omnivore,Generalist,0,0,20,20,20,10,0,20,10,0,0,0,0,0,0,20,14,6,0,14,6,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,8,12,0,10
Aphelocoma woodhouseii,Corvidae,Passeriformes,AVIBASE-EC9E9745,2,Omnivore,Generalist,0,0,0,20,20,20,0,30,10,0,0,0,0,0,0,0,8,12,0,8,12,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,12,18,0,10
Calocitta colliei,Corvidae,Passeriformes,AVIBASE-0E51C3D5,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calocitta formosa,Corvidae,Passeriformes,AVIBASE-F0B23CDA,0,Omnivore,Generalist,0,0,10,10,20,20,0,40,0,0,0,0,0,0,0,10,10,0,0,20,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,32,8,0,0
Cissa chinensis,Corvidae,Passeriformes,AVIBASE-ED4011E9,0,Omnivore,Generalist,0,0,0,0,10,40,0,40,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,24,16,0,0,0,0,0,0,0,0,0,24,16,0,10
Cissa hypoleuca,Corvidae,Passeriformes,AVIBASE-63D31D90,0,Omnivore,Generalist,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,20,30,0,0
Cissa jefferyi,Corvidae,Passeriformes,AVIBASE-7B4271FE,2,In,Generalist,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,54,0,0,0,0,0,0,0,0,0,4,6,0,0
Cissa thalassina,Corvidae,Passeriformes,AVIBASE-7DDA43DF,2,In,Generalist,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,54,0,0,0,0,0,0,0,0,0,4,6,0,0
Corvus albicollis,Corvidae,Passeriformes,AVIBASE-EA326EA2,0,Omnivore,Generalist,0,0,0,10,10,20,0,40,20,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,4,36,0,20
Corvus albus,Corvidae,Passeriformes,AVIBASE-34D538E1,0,Omnivore,Generalist,0,0,0,0,0,40,10,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,10,0,0,0,0,0,12,28,0,10
Corvus bennetti,Corvidae,Passeriformes,AVIBASE-4DADACA1,0,Omnivore,Generalist,0,10,10,20,0,30,0,20,10,0,0,0,3,7,0,10,20,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,6,14,0,10
Corvus brachyrhynchos,Corvidae,Passeriformes,AVIBASE-69544B59,0,Omnivore,Generalist,0,0,0,10,20,20,10,20,20,0,0,0,0,0,0,0,0,10,0,0,20,0,4,0,0,0,0,16,0,0,0,10,0,0,0,0,0,0,20,0,20
Corvus capensis,Corvidae,Passeriformes,AVIBASE-562E17AB,0,Omnivore,Generalist,0,20,0,20,10,20,0,20,10,0,0,0,0,20,0,0,0,20,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,10
Corvus corax,Corvidae,Passeriformes,AVIBASE-B9B272F4,0,Omnivore,Generalist,0,10,0,10,10,10,0,30,30,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,30,0,30
Corvus cornix,Corvidae,Passeriformes,AVIBASE-F13D8350,2,Omnivore,Generalist,0,0,0,10,0,30,0,40,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,40,0,20
Corvus corone,Corvidae,Passeriformes,AVIBASE-26FB62DA,2,Omnivore,Generalist,0,0,0,10,0,30,0,40,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,40,0,20
Corvus coronoides,Corvidae,Passeriformes,AVIBASE-1D45897E,0,Omnivore,Generalist,0,0,10,10,10,30,10,20,10,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,12,18,0,0,0,10,0,0,0,0,0,8,12,0,10
Corvus crassirostris,Corvidae,Passeriformes,AVIBASE-4C6B515D,0,Omnivore,Generalist,0,20,0,0,0,40,0,40,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,4,36,0,0
Corvus cryptoleucus,Corvidae,Passeriformes,AVIBASE-F3B84E07,0,Omnivore,Generalist,0,0,0,10,10,30,10,30,10,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,30,0,10
Corvus dauuricus,Corvidae,Passeriformes,AVIBASE-9F784AB1,0,Omnivore,Generalist,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus edithae,Corvidae,Passeriformes,AVIBASE-9DBAAB1D,0,Omnivore,Generalist,0,0,0,10,0,30,10,40,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,40,0,10
Corvus enca,Corvidae,Passeriformes,AVIBASE-C195CB92,2,Omnivore,Generalist,0,0,0,0,50,30,0,10,10,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,8,2,0,10
Corvus florensis,Corvidae,Passeriformes,AVIBASE-CE62EFDD,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus frugilegus,Corvidae,Passeriformes,AVIBASE-1078FFEA,0,Omnivore,Generalist,0,0,0,40,0,30,0,20,10,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,10
Corvus fuscicapillus,Corvidae,Passeriformes,AVIBASE-EC8ED8A4,0,Fr,FGL,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus hawaiiensis,Corvidae,Passeriformes,AVIBASE-2CDECD36,0,Omnivore,Generalist,0,0,10,10,40,30,0,10,0,0,0,0,0,0,0,10,10,0,0,40,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,9,1,0,0
Corvus imparatus,Corvidae,Passeriformes,AVIBASE-AFDBC76B,0,Omnivore,Generalist,0,0,0,20,10,30,0,10,30,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,10,0,30
Corvus insularis,Corvidae,Passeriformes,AVIBASE-30485389,2,Omnivore,Generalist,0,10,10,20,10,20,0,20,10,0,0,0,4,6,0,10,20,0,0,10,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,8,12,0,10
Corvus jamaicensis,Corvidae,Passeriformes,AVIBASE-58AEF90C,0,Omnivore,Generalist,0,0,0,0,50,30,0,20,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Corvus kubaryi,Corvidae,Passeriformes,AVIBASE-1EF8429F,0,Omnivore,Generalist,0,20,0,20,20,20,0,20,0,0,0,0,18,2,0,0,20,0,0,20,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,18,2,0,0
Corvus leucognaphalus,Corvidae,Passeriformes,AVIBASE-CC4B3F51,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus macrorhynchos,Corvidae,Passeriformes,AVIBASE-F4C4F838,0,Omnivore,Generalist,0,0,0,10,20,20,0,20,30,0,0,0,0,0,0,0,4,6,0,20,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,8,12,0,30
Corvus meeki,Corvidae,Passeriformes,AVIBASE-667E6F77,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus mellori,Corvidae,Passeriformes,AVIBASE-DE78C792,0,Omnivore,Generalist,0,0,10,10,10,30,0,20,20,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,8,12,0,20
Corvus monedula,Corvidae,Passeriformes,AVIBASE-D4C32F8E,0,Omnivore,Generalist,0,0,0,30,30,30,0,10,0,0,0,0,0,0,0,0,0,30,0,0,30,0,3,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,10,0,0
Corvus moneduloides,Corvidae,Passeriformes,AVIBASE-985A5F40,0,Omnivore,Generalist,0,20,0,20,20,20,0,10,10,0,0,0,0,20,0,0,0,20,0,20,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
Corvus nasicus,Corvidae,Passeriformes,AVIBASE-4B69D1CC,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus orru,Corvidae,Passeriformes,AVIBASE-3E47E56F,2,Omnivore,Generalist,0,10,10,20,10,20,0,20,10,0,0,0,4,6,0,10,20,0,0,10,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,8,12,0,10
Corvus ossifragus,Corvidae,Passeriformes,AVIBASE-43E56D2C,0,Omnivore,Generalist,0,0,0,20,20,10,20,10,20,0,0,0,0,0,0,0,12,8,0,12,8,0,0,0,0,0,8,2,0,0,0,20,0,0,0,0,0,6,4,0,20
Corvus palmarum,Corvidae,Passeriformes,AVIBASE-FC9516DF,0,Omnivore,Generalist,0,0,0,0,40,40,0,20,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,24,16,0,0,0,0,0,0,0,0,0,12,8,0,0
Corvus pectoralis,Corvidae,Passeriformes,AVIBASE-BD63FF46,0,Omnivore,Generalist,0,0,0,40,0,50,0,0,10,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,10
Corvus rhipidurus,Corvidae,Passeriformes,AVIBASE-32C216E2,0,Omnivore,Generalist,0,0,0,30,30,30,0,10,0,0,0,0,0,0,0,0,0,30,0,30,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,10,0,0
Corvus ruficollis,Corvidae,Passeriformes,AVIBASE-F2024545,0,Omnivore,Generalist,0,0,0,10,10,30,0,30,20,0,0,0,0,0,0,0,0,10,0,0,10,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,30,0,20
Corvus sinaloae,Corvidae,Passeriformes,AVIBASE-A1C7E620,0,Omnivore,Generalist,0,0,0,20,30,10,30,10,0,0,0,0,0,0,0,0,20,0,0,30,0,0,0,0,0,0,5,5,0,0,0,30,0,0,0,0,0,4,6,0,0
Corvus splendens,Corvidae,Passeriformes,AVIBASE-39868903,0,Omnivore,Generalist,0,0,10,0,0,10,20,10,50,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,8,0,0,4,16,0,0,0,0,0,5,5,0,50
Corvus tasmanicus,Corvidae,Passeriformes,AVIBASE-2CABE055,0,Omnivore,Generalist,0,0,10,10,10,30,0,20,20,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,8,12,0,20
Corvus tristis,Corvidae,Passeriformes,AVIBASE-63AF4DB2,0,Fr,Generalist,0,0,0,0,60,30,0,0,10,0,0,0,0,0,0,0,0,0,0,48,12,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,10
Corvus typicus,Corvidae,Passeriformes,AVIBASE-927A64D1,0,In,IGE,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus unicolor,Corvidae,Passeriformes,AVIBASE-8D44B0A0,1,Omnivore,Generalist,0,0,0,20,40,40,0,0,0,0,0,0,0,0,0,0,10,10,0,40,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus validus,Corvidae,Passeriformes,AVIBASE-11715120,0,Fr,FGL,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus violaceus,Corvidae,Passeriformes,AVIBASE-7D09E879,2,Omnivore,Generalist,0,0,0,0,50,30,0,10,10,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,8,2,0,10
Corvus woodfordi,Corvidae,Passeriformes,AVIBASE-ACCF9106,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crypsirina cucullata,Corvidae,Passeriformes,AVIBASE-45BED67C,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crypsirina temia,Corvidae,Passeriformes,AVIBASE-A1807D70,0,Omnivore,Generalist,0,0,0,0,40,50,0,10,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Cyanocitta cristata,Corvidae,Passeriformes,AVIBASE-1DA430B8,0,Omnivore,Generalist,0,0,0,40,20,20,0,20,0,0,0,0,0,0,0,0,0,40,0,20,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,20,0,0
Cyanocitta stelleri,Corvidae,Passeriformes,AVIBASE-2225D685,0,Omnivore,Generalist,0,0,0,20,20,20,0,40,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,24,16,0,0
Cyanocorax affinis,Corvidae,Passeriformes,AVIBASE-C63A2BBF,0,Fr,FGL,0,0,0,0,60,30,0,10,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,8,2,0,0
Cyanocorax beecheii,Corvidae,Passeriformes,AVIBASE-97E7CC5E,0,Omnivore,Generalist,0,0,0,20,30,30,0,20,0,0,0,0,0,0,0,0,20,0,0,30,0,3,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,14,6,0,0
Cyanocorax caeruleus,Corvidae,Passeriformes,AVIBASE-D435058A,0,Omnivore,Generalist,0,0,0,30,30,30,0,10,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Cyanocorax cayanus,Corvidae,Passeriformes,AVIBASE-9E218A3A,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanocorax chrysops,Corvidae,Passeriformes,AVIBASE-5A64A7E7,0,In,Generalist,0,0,0,10,10,60,0,20,0,0,0,0,0,0,0,0,6,4,0,6,4,0,6,6,0,0,30,18,0,0,0,0,0,0,0,0,0,12,8,0,0
Cyanocorax cristatellus,Corvidae,Passeriformes,AVIBASE-85FA7893,0,Omnivore,Generalist,0,0,10,0,40,40,0,10,0,0,0,0,0,0,0,10,0,0,0,40,0,0,0,8,0,0,32,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Cyanocorax cyanomelas,Corvidae,Passeriformes,AVIBASE-F39AEC44,0,Omnivore,Generalist,0,0,0,0,40,40,0,10,10,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,0,7,3,0,10
Cyanocorax cyanopogon,Corvidae,Passeriformes,AVIBASE-70FE041E,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanocorax dickeyi,Corvidae,Passeriformes,AVIBASE-735CC47C,0,Omnivore,Generalist,0,20,0,20,30,20,0,10,0,0,0,0,20,0,0,0,20,0,6,24,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Cyanocorax heilprini,Corvidae,Passeriformes,AVIBASE-B2EDDFD5,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanocorax melanocyaneus,Corvidae,Passeriformes,AVIBASE-F4C0C70B,0,In,Generalist,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanocorax mystacalis,Corvidae,Passeriformes,AVIBASE-B3CB727E,0,Omnivore,Generalist,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanocorax sanblasianus,Corvidae,Passeriformes,AVIBASE-DB6DC76D,0,Omnivore,Generalist,0,0,0,0,40,50,0,10,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Cyanocorax violaceus,Corvidae,Passeriformes,AVIBASE-6D69986E,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanocorax yncas,Corvidae,Passeriformes,AVIBASE-361B447A,0,Omnivore,Generalist,0,0,0,0,40,40,0,20,0,0,0,0,0,0,0,0,0,0,4,36,0,0,4,0,0,0,28,8,0,0,0,0,0,0,0,0,0,18,2,0,0
Cyanocorax yucatanicus,Corvidae,Passeriformes,AVIBASE-6462D4B8,0,Omnivore,Generalist,0,0,0,30,30,40,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanolyca argentigula,Corvidae,Passeriformes,AVIBASE-A804CFF2,0,Omnivore,Generalist,0,0,0,0,30,40,0,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,30,0,0,0
Cyanolyca armillata,Corvidae,Passeriformes,AVIBASE-423B3BE4,0,In,IGE,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanolyca cucullata,Corvidae,Passeriformes,AVIBASE-F87415DC,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanolyca mirabilis,Corvidae,Passeriformes,AVIBASE-932A34CA,0,In,IGE,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanolyca nanus,Corvidae,Passeriformes,AVIBASE-945C18FA,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanolyca pulchra,Corvidae,Passeriformes,AVIBASE-9C916E02,0,In,IGE,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanolyca pumilo,Corvidae,Passeriformes,AVIBASE-642F6054,0,In,IGE,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanolyca turcosa,Corvidae,Passeriformes,AVIBASE-0844621D,0,In,IGE,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanolyca viridicyanus,Corvidae,Passeriformes,AVIBASE-C0A71EF3,0,In,IGE,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanopica cooki,Corvidae,Passeriformes,AVIBASE-D30A8AE1,2,Omnivore,Generalist,0,0,0,20,20,50,0,0,10,0,0,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,10
Cyanopica cyanus,Corvidae,Passeriformes,AVIBASE-659D6E44,2,Omnivore,Generalist,0,0,0,20,20,50,0,0,10,0,0,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,10
Dendrocitta bayleii,Corvidae,Passeriformes,AVIBASE-A26B2BBB,1,Omnivore,Generalist,0,0,0,10,20,40,0,30,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,18,12,0,0
Dendrocitta cinerascens,Corvidae,Passeriformes,AVIBASE-1DF3553B,2,Omnivore,Generalist,0,0,0,20,30,50,0,0,0,0,0,0,0,0,0,0,20,0,0,30,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Dendrocitta formosae,Corvidae,Passeriformes,AVIBASE-81FFAAC2,0,Omnivore,Generalist,0,0,10,10,10,40,0,20,10,0,0,0,0,0,0,10,5,5,8,1,1,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,14,6,0,10
Dendrocitta frontalis,Corvidae,Passeriformes,AVIBASE-DDA66E07,0,Omnivore,Generalist,0,0,0,10,20,40,0,30,0,0,0,0,0,0,0,0,10,0,0,20,0,0,4,0,0,0,32,4,0,0,0,0,0,0,0,0,0,27,3,0,0
Dendrocitta leucogastra,Corvidae,Passeriformes,AVIBASE-C7567600,0,Omnivore,Generalist,0,0,10,10,10,40,0,30,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,24,6,0,0
Dendrocitta occipitalis,Corvidae,Passeriformes,AVIBASE-BF723D53,2,Omnivore,Generalist,0,0,0,20,30,50,0,0,0,0,0,0,0,0,0,0,20,0,0,30,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Dendrocitta vagabunda,Corvidae,Passeriformes,AVIBASE-959E1633,0,Omnivore,Generalist,0,0,0,0,20,40,0,30,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,0,32,0,0,0,0,0,0,0,0,0,0,30,0,10
Garrulus glandarius,Corvidae,Passeriformes,AVIBASE-D8D10F2C,0,Omnivore,Generalist,0,0,0,20,30,40,0,10,0,0,0,0,0,0,0,0,20,0,0,30,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Garrulus lanceolatus,Corvidae,Passeriformes,AVIBASE-F282B48C,0,Omnivore,Generalist,0,0,0,20,20,40,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Garrulus lidthi,Corvidae,Passeriformes,AVIBASE-81DD5700,0,Omnivore,Generalist,0,0,0,20,20,50,0,10,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Gymnorhinus cyanocephalus,Corvidae,Passeriformes,AVIBASE-A6905B3C,0,Omnivore,Generalist,0,0,0,40,0,30,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,0,0
Nucifraga caryocatactes,Corvidae,Passeriformes,AVIBASE-76C74B10,0,Se,Generalist,0,0,0,60,0,30,0,10,0,0,0,0,0,0,0,0,48,12,0,0,0,0,0,0,6,3,15,6,0,0,0,0,0,0,0,0,2,6,2,0,0
Nucifraga columbiana,Corvidae,Passeriformes,AVIBASE-D1FC2D6B,0,Omnivore,Generalist,0,0,0,50,0,20,0,20,10,0,0,0,0,0,0,0,50,0,0,0,0,0,2,0,0,4,10,4,0,0,0,0,0,0,0,0,0,16,4,0,10
Nucifraga multipunctata,Corvidae,Passeriformes,AVIBASE-8D0D1D1C,2,Se,Generalist,0,0,0,60,0,30,0,10,0,0,0,0,0,0,0,0,48,12,0,0,0,0,0,0,6,3,15,6,0,0,0,0,0,0,0,0,2,6,2,0,0
Perisoreus canadensis,Corvidae,Passeriformes,AVIBASE-69A6E32F,0,Omnivore,Generalist,0,10,0,0,30,40,0,20,0,0,0,0,9,1,0,0,0,0,0,30,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,18,2,0,0
Perisoreus infaustus,Corvidae,Passeriformes,AVIBASE-43E62467,0,Omnivore,Generalist,0,0,0,20,30,30,0,10,10,0,0,0,0,0,0,0,20,0,0,30,0,0,3,0,0,3,15,9,0,0,0,0,0,0,0,0,0,4,6,0,10
